0	38
0	39
0	40
0	41
0	44
0	45
0	46
0	66
2	13
2	15
2	20
2	22
2	24
2	25
2	27
2	29
2	33
2	35
2	38
2	40
2	41
2	43
2	45
2	47
2	50
2	54
2	57
2	58
2	60
2	62
2	66
2	67
2	68
2	69
2	71
2	72
2	74
2	76
2	78
2	81
5	21
5	34
5	38
5	50
5	52
5	54
5	56
5	8
5	85
5	88
5	92
9	19
9	32
10	19
10	32
10	37
10	49
10	53
11	19
11	29
11	32
11	37
11	45
11	49
11	53
11	62
11	76
11	83
11	86
11	9
12	5
13	97
15	38
15	50
15	52
15	54
15	56
15	8
17	25
17	26
17	27
17	41
17	42
17	43
17	58
17	59
17	60
17	66
17	67
17	68
17	69
17	72
17	73
17	74
17	81
18	29
18	62
25	13
25	15
25	27
25	29
25	32
25	36
25	38
25	40
25	42
25	44
25	46
25	49
25	51
25	53
25	55
25	57
25	59
25	72
25	73
25	76
25	78
25	79
25	82
25	83
26	74
28	18
28	21
28	23
28	32
28	34
28	37
28	41
28	45
28	50
28	54
28	58
28	79
28	8
28	83
28	87
28	91
31	76
32	35
32	48
32	76
32	79
32	83
33	31
33	35
33	48
33	77
33	81
34	17
34	20
34	31
34	35
34	48
34	61
34	76
34	85
34	9
35	5
38	18
38	21
38	23
38	32
38	34
38	78
38	8
38	82
40	27
40	29
41	71
41	74
48	13
48	19
48	21
48	23
48	25
48	27
48	29
48	31
48	33
48	43
48	44
48	45
48	51
48	53
48	54
48	56
48	58
48	6
48	69
48	71
48	74
48	75
48	76
51	18
51	38
51	52
51	64
51	70
51	84
51	86
51	89
51	91
54	26
55	19
55	35
55	42
55	61
55	68
55	73
56	35
56	51
56	61
56	68
57	16
57	27
57	34
57	35
57	46
57	51
57	58
57	61
57	68
57	77
57	82
57	85
57	88
58	26
58	35
58	61
60	0
61	0
61	26
61	34
61	38
61	52
61	64
61	86
61	89
61	91
62	0
63	54
63	55
63	56
63	6
64	13
64	36
64	37
64	39
64	40
64	58
64	62
64	63
64	65
64	66
71	10
71	12
71	13
71	15
71	17
71	25
71	27
71	29
71	31
71	33
71	36
71	38
71	40
71	42
71	47
71	6
71	70
71	71
71	77
71	78
71	84
71	85
71	89
74	11
74	21
74	25
74	46
74	48
77	43
78	36
79	10
79	24
79	47
80	10
80	17
80	20
80	24
80	27
80	34
80	44
80	47
80	49
81	43
84	11
84	21
84	25
84	34
84	43
84	48
86	13
86	14
86	15
86	6
86	70
86	78
86	84
86	89
87	17
87	69
87	77
87	85
94	11
94	13
94	23
94	25
94	34
94	71
94	72
94	86
94	87
95	73
95	88
97	12
97	18
97	24
97	30
97	35
97	40
97	48
97	56
97	6
97	8
97	91
100	36
100	42
100	50
101	10
101	15
101	22
101	27
101	36
101	42
101	50
101	53
102	10
102	15
102	22
102	27
102	34
102	36
102	42
102	50
102	53
103	10
103	15
103	22
103	27
103	34
103	36
103	43
103	5
103	51
103	53
103	60
103	75
103	90
104	15
104	27
104	36
104	53
107	18
107	30
107	35
107	56
107	6
107	8
107	91
108	0
108	97
110	16
110	17
110	19
110	20
110	28
110	29
110	31
110	32
110	37
110	38
110	40
110	41
110	42
110	45
110	46
110	48
110	49
110	50
110	54
110	56
110	57
110	58
110	70
110	73
110	85
110	88
122	45
